Temperature,Dew Point,Humidity,Wind Speed,Wind Gust,Pressure,Condition_Drizzle,Condition_Fair,Condition_Foggy,Condition_Mixed,Condition_Mostly Cloudy,Condition_Partly Cloudy,Condition_Rain Shower,Condition_Thunderstorms,Condition_Wintry
54,36,51,21,0,29.88,0,0,0,1,0,0,0,0,0
52,37,58,20,0,29.85,0,1,0,0,0,0,0,0,0
52,37,58,18,0,29.85,0,1,0,0,0,0,0,0,0
50,39,66,16,0,29.88,0,1,0,0,0,0,0,0,0
50,37,62,14,0,29.88,0,1,0,0,0,0,0,0,0
50,39,66,16,0,29.88,0,1,0,0,0,0,0,0,0
50,39,66,14,0,29.91,0,1,0,0,0,0,0,0,0
50,39,66,12,0,29.91,0,1,0,0,0,0,0,0,0
50,39,66,13,0,29.88,0,1,0,0,0,0,0,0,0
50,39,66,14,0,29.88,0,1,0,0,0,0,0,0,0
50,39,66,16,0,29.85,0,1,0,0,0,0,0,0,0
48,39,71,14,0,29.85,0,1,0,0,0,0,0,0,0
48,39,71,15,0,29.85,0,1,0,0,0,0,0,0,0
48,39,71,16,0,29.85,0,1,0,0,0,0,0,0,0
48,41,76,14,0,29.85,0,1,0,0,0,0,0,0,0
48,41,76,14,0,29.82,0,1,0,0,0,0,0,0,0
48,41,76,13,0,29.82,0,1,0,0,0,0,0,0,0
48,41,76,10,0,29.82,0,1,0,0,0,0,0,0,0
48,41,76,12,0,29.82,0,1,0,0,0,0,0,0,0
48,41,76,12,0,29.82,0,1,0,0,0,0,0,0,0
48,41,76,14,0,29.8,0,1,0,0,0,0,0,0,0
48,41,76,12,0,29.8,0,1,0,0,0,0,0,0,0
48,41,76,13,0,29.8,0,1,0,0,0,0,0,0,0
48,41,76,12,0,29.8,0,1,0,0,0,0,0,0,0
48,41,76,12,0,29.8,0,1,0,0,0,0,0,0,0
48,41,76,10,0,29.8,0,1,0,0,0,0,0,0,0
50,41,71,9,0,29.8,0,1,0,0,0,0,0,0,0
50,41,71,12,0,29.8,0,1,0,0,0,0,0,0,0
50,41,71,14,0,29.8,0,1,0,0,0,0,0,0,0
52,41,67,15,0,29.8,0,1,0,0,0,0,0,0,0
54,41,62,17,0,29.8,0,1,0,0,0,0,0,0,0
54,41,62,16,0,29.8,0,1,0,0,0,0,0,0,0
55,43,63,16,0,29.77,0,1,0,0,0,0,0,0,0
57,41,55,17,0,29.77,0,1,0,0,0,0,0,0,0
57,41,55,16,0,29.77,0,1,0,0,0,0,0,0,0
59,41,51,16,0,29.77,0,1,0,0,0,0,0,0,0
59,41,51,17,0,29.77,0,1,0,0,0,0,0,0,0
59,41,51,18,0,29.77,0,1,0,0,0,0,0,0,0
59,39,48,17,0,29.74,0,1,0,0,0,0,0,0,0
59,39,48,18,0,29.74,0,1,0,0,0,0,0,0,0
59,41,51,18,0,29.74,0,1,0,0,0,0,0,0,0
59,37,45,21,0,29.74,0,0,0,1,0,0,0,0,0
59,37,45,20,0,29.74,0,1,0,0,0,0,0,0,0
57,37,48,21,0,29.71,0,0,0,1,0,0,0,0,0
59,37,45,18,0,29.71,0,1,0,0,0,0,0,0,0
57,37,48,17,0,29.71,0,1,0,0,0,0,0,0,0
57,37,48,18,0,29.68,0,1,0,0,0,0,0,0,0
55,37,51,16,0,29.71,0,1,0,0,0,0,0,0,0
55,37,51,16,0,29.71,0,1,0,0,0,0,0,0,0
54,37,54,16,0,29.71,0,1,0,0,0,0,0,0,0
52,37,58,18,0,29.68,0,1,0,0,0,0,0,0,0
52,39,62,16,0,29.68,0,1,0,0,0,0,0,0,0
50,39,66,14,0,29.71,0,1,0,0,0,0,0,0,0
50,39,66,13,0,29.71,0,1,0,0,0,0,0,0,0
50,39,66,13,0,29.71,0,1,0,0,0,0,0,0,0
50,39,66,12,0,29.71,0,1,0,0,0,0,0,0,0
50,39,66,12,0,29.71,0,1,0,0,0,0,0,0,0
48,39,71,12,0,29.71,0,1,0,0,0,0,0,0,0
48,39,71,12,0,29.71,0,1,0,0,0,0,0,0,0
48,39,71,9,0,29.71,0,1,0,0,0,0,0,0,0
48,39,71,8,0,29.71,0,1,0,0,0,0,0,0,0
48,39,71,8,0,29.68,0,1,0,0,0,0,0,0,0
48,39,71,8,0,29.68,0,1,0,0,0,0,0,0,0
46,39,76,7,0,29.68,0,1,0,0,0,0,0,0,0
46,39,76,7,0,29.68,0,1,0,0,0,0,0,0,0
46,39,76,7,0,29.65,0,1,0,0,0,0,0,0,0
46,39,76,6,0,29.65,0,1,0,0,0,0,0,0,0
46,39,76,7,0,29.65,0,1,0,0,0,0,0,0,0
46,39,76,6,0,29.65,0,1,0,0,0,0,0,0,0
41,37,87,5,0,29.65,0,1,0,0,0,0,0,0,0
39,36,87,7,0,29.65,0,1,0,0,0,0,0,0,0
39,36,87,7,0,29.65,0,1,0,0,0,0,0,0,0
41,37,87,6,0,29.65,0,1,0,0,0,0,0,0,0
43,39,87,5,0,29.68,0,1,0,0,0,0,0,0,0
46,39,76,6,0,29.68,0,1,0,0,0,0,0,0,0
48,39,71,5,0,29.68,0,1,0,0,0,0,0,0,0
50,39,66,2,0,29.68,0,1,0,0,0,0,0,0,0
50,39,66,2,0,29.68,0,1,0,0,0,0,0,0,0
52,41,67,5,0,29.68,0,1,0,0,0,0,0,0,0
50,41,71,6,0,29.68,0,1,0,0,0,0,0,0,0
50,41,71,7,0,29.68,0,1,0,0,0,0,0,0,0
52,41,67,7,0,29.68,0,1,0,0,0,0,0,0,0
52,41,67,8,0,29.68,0,1,0,0,0,0,0,0,0
52,41,67,7,0,29.68,0,1,0,0,0,0,0,0,0
52,41,67,7,0,29.68,0,1,0,0,0,0,0,0,0
54,43,67,7,0,29.68,0,1,0,0,0,0,0,0,0
54,43,67,9,0,29.65,0,1,0,0,0,0,0,0,0
54,43,67,9,0,29.65,0,1,0,0,0,0,0,0,0
54,41,62,8,0,29.65,0,1,0,0,0,0,0,0,0
54,43,67,9,0,29.65,0,1,0,0,0,0,0,0,0
54,41,62,9,0,29.62,0,1,0,0,0,0,0,0,0
55,41,58,7,0,29.62,0,1,0,0,0,0,0,0,0
54,41,62,8,0,29.62,0,1,0,0,0,0,0,0,0
55,43,63,7,0,29.59,0,1,0,0,0,0,0,0,0
55,41,58,7,0,29.59,0,1,0,0,0,0,0,0,0
55,39,54,7,0,29.59,0,1,0,0,0,0,0,0,0
55,39,54,5,0,29.59,0,1,0,0,0,0,0,0,0
54,39,58,5,0,29.56,0,1,0,0,0,0,0,0,0
54,41,62,5,0,29.56,0,1,0,0,0,0,0,0,0
50,41,71,3,0,29.56,0,1,0,0,0,0,0,0,0
50,41,71,3,0,29.56,0,1,0,0,0,0,0,0,0
52,43,71,2,0,29.56,0,1,0,0,0,0,0,0,0
50,43,76,2,0,29.59,0,1,0,0,0,0,0,0,0
48,43,82,5,0,29.59,0,1,0,0,0,0,0,0,0
50,43,76,3,0,29.59,0,1,0,0,0,0,0,0,0
50,43,76,2,0,29.59,0,1,0,0,0,0,0,0,0
52,43,71,3,0,29.59,0,1,0,0,0,0,0,0,0
50,43,76,1,0,29.59,0,1,0,0,0,0,0,0,0
48,43,82,2,0,29.59,0,1,0,0,0,0,0,0,0
50,45,82,3,0,29.59,0,1,0,0,0,0,0,0,0
50,43,76,3,0,29.59,0,1,0,0,0,0,0,0,0
48,43,82,2,0,29.59,0,1,0,0,0,0,0,0,0
48,43,82,2,0,29.59,0,1,0,0,0,0,0,0,0
48,43,82,0,0,29.56,0,1,0,0,0,0,0,0,0
48,43,82,0,0,29.56,0,1,0,0,0,0,0,0,0
46,41,81,0,0,29.59,0,1,0,0,0,0,0,0,0
48,43,82,2,0,29.59,0,1,0,0,0,0,0,0,0
50,43,76,5,0,29.59,0,1,0,0,0,0,0,0,0
52,45,76,7,0,29.59,0,1,0,0,0,0,0,0,0
54,45,72,7,0,29.59,0,1,0,0,0,0,0,0,0
54,45,72,7,0,29.59,0,1,0,0,0,0,0,0,0
54,45,72,7,0,29.59,0,1,0,0,0,0,0,0,0
55,45,67,7,0,29.59,0,1,0,0,0,0,0,0,0
57,43,59,8,0,29.59,0,1,0,0,0,0,0,0,0
57,43,59,8,0,29.59,0,1,0,0,0,0,0,0,0
57,43,59,10,0,29.59,0,1,0,0,0,0,0,0,0
57,43,59,10,0,29.62,0,1,0,0,0,0,0,0,0
59,45,59,9,0,29.62,0,1,0,0,0,0,0,0,0
59,45,59,9,0,29.65,0,1,0,0,0,0,0,0,0
61,45,55,7,0,29.65,0,1,0,0,0,0,0,0,0
61,45,55,8,0,29.65,0,1,0,0,0,0,0,0,0
64,46,52,5,0,29.65,0,1,0,0,0,0,0,0,0
63,45,52,7,0,29.62,0,1,0,0,0,0,0,0,0
64,43,45,8,0,29.62,0,1,0,0,0,0,0,0,0
64,45,49,7,0,29.62,0,1,0,0,0,0,0,0,0
64,43,45,9,0,29.62,0,1,0,0,0,0,0,0,0
66,41,40,6,0,29.62,0,1,0,0,0,0,0,0,0
66,43,43,7,0,29.62,0,1,0,0,0,0,0,0,0
66,45,46,7,0,29.62,0,1,0,0,0,0,0,0,0
66,45,46,6,0,29.62,0,1,0,0,0,0,0,0,0
68,46,46,5,0,29.62,0,1,0,0,0,0,0,0,0
70,45,40,3,0,29.62,0,1,0,0,0,0,0,0,0
70,41,35,6,0,29.59,0,1,0,0,0,0,0,0,0
66,45,46,8,0,29.59,0,1,0,0,0,0,0,0,0
68,43,40,9,0,29.59,0,1,0,0,0,0,0,0,0
66,43,43,10,0,29.59,0,1,0,0,0,0,0,0,0
64,43,45,9,0,29.62,0,1,0,0,0,0,0,0,0
64,43,45,8,0,29.62,0,1,0,0,0,0,0,0,0
63,43,48,7,0,29.62,0,1,0,0,0,0,0,0,0
63,43,48,5,0,29.65,0,1,0,0,0,0,0,0,0
59,45,59,7,0,29.65,0,1,0,0,0,0,0,0,0
57,45,63,15,0,29.68,0,1,0,0,0,0,0,0,0
55,46,72,16,0,29.68,0,1,0,0,0,0,0,0,0
55,46,72,18,0,29.68,0,1,0,0,0,0,0,0,0
54,46,77,12,0,29.68,0,1,0,0,0,0,0,0,0
55,46,72,9,0,29.68,0,1,0,0,0,0,0,0,0
55,46,72,7,0,29.68,0,1,0,0,0,0,0,0,0
52,46,82,7,0,29.71,0,1,0,0,0,0,0,0,0
54,48,82,8,0,29.68,0,1,0,0,0,0,0,0,0
54,48,82,7,0,29.68,0,1,0,0,0,0,0,0,0
54,46,77,8,0,29.68,0,1,0,0,0,0,0,0,0
54,46,77,8,0,29.68,0,1,0,0,0,0,0,0,0
55,46,72,3,0,29.68,0,1,0,0,0,0,0,0,0
52,46,82,1,0,29.68,0,1,0,0,0,0,0,0,0
52,46,82,1,0,29.68,0,1,0,0,0,0,0,0,0
52,46,82,2,0,29.68,0,1,0,0,0,0,0,0,0
50,45,82,5,0,29.68,0,1,0,0,0,0,0,0,0
50,45,82,1,0,29.71,0,1,0,0,0,0,0,0,0
52,46,82,2,0,29.71,0,1,0,0,0,0,0,0,0
55,46,72,2,0,29.71,0,1,0,0,0,0,0,0,0
57,46,67,1,0,29.71,0,1,0,0,0,0,0,0,0
59,48,67,2,0,29.71,0,1,0,0,0,0,0,0,0
59,46,63,5,0,29.74,0,1,0,0,0,0,0,0,0
63,46,55,5,0,29.74,0,1,0,0,0,0,0,0,0
63,45,52,6,0,29.74,0,1,0,0,0,0,0,0,0
63,48,59,7,0,29.74,0,1,0,0,0,0,0,0,0
63,50,63,7,0,29.74,0,1,0,0,0,0,0,0,0
63,50,63,6,0,29.74,0,1,0,0,0,0,0,0,0
63,50,63,8,0,29.74,0,1,0,0,0,0,0,0,0
63,50,63,6,0,29.74,0,1,0,0,0,0,0,0,0
63,52,68,6,0,29.74,0,1,0,0,0,0,0,0,0
64,48,56,6,0,29.74,0,1,0,0,0,0,0,0,0
66,48,52,5,0,29.74,0,1,0,0,0,0,0,0,0
70,43,38,10,0,29.74,0,1,0,0,0,0,0,0,0
70,46,43,13,0,29.74,0,1,0,0,0,0,0,0,0
70,45,40,12,0,29.74,0,1,0,0,0,0,0,0,0
68,45,43,13,0,29.74,0,1,0,0,0,0,0,0,0
68,45,43,13,0,29.74,0,1,0,0,0,0,0,0,0
68,43,40,12,0,29.74,0,1,0,0,0,0,0,0,0
68,43,40,10,0,29.74,0,1,0,0,0,0,0,0,0
68,43,40,12,0,29.74,0,1,0,0,0,0,0,0,0
66,45,46,13,0,29.74,0,1,0,0,0,0,0,0,0
66,43,43,10,0,29.74,0,1,0,0,0,0,0,0,0
66,45,46,9,0,29.74,0,1,0,0,0,0,0,0,0
63,45,52,12,0,29.74,0,1,0,0,0,0,0,0,0
61,45,55,12,0,29.77,0,1,0,0,0,0,0,0,0
59,45,59,10,0,29.77,0,1,0,0,0,0,0,0,0
59,45,59,9,0,29.77,0,1,0,0,0,0,0,0,0
59,45,59,8,0,29.8,0,1,0,0,0,0,0,0,0
57,45,63,7,0,29.8,0,1,0,0,0,0,0,0,0
57,45,63,7,0,29.8,0,1,0,0,0,0,0,0,0
57,43,59,7,0,29.8,0,1,0,0,0,0,0,0,0
55,43,63,6,0,29.8,0,1,0,0,0,0,0,0,0
55,45,67,8,0,29.8,0,1,0,0,0,0,0,0,0
55,45,67,10,0,29.8,0,1,0,0,0,0,0,0,0
55,45,67,9,0,29.8,0,1,0,0,0,0,0,0,0
55,45,67,7,0,29.8,0,1,0,0,0,0,0,0,0
55,43,63,7,0,29.8,0,1,0,0,0,0,0,0,0
55,45,67,8,0,29.8,0,1,0,0,0,0,0,0,0
55,43,63,7,0,29.8,0,1,0,0,0,0,0,0,0
55,43,63,8,0,29.8,0,1,0,0,0,0,0,0,0
55,41,58,10,0,29.8,0,1,0,0,0,0,0,0,0
55,41,58,10,0,29.8,0,1,0,0,0,0,0,0,0
55,39,54,8,0,29.8,0,1,0,0,0,0,0,0,0
55,39,54,8,0,29.8,0,1,0,0,0,0,0,0,0
55,39,54,8,0,29.82,0,1,0,0,0,0,0,0,0
57,39,51,7,0,29.82,0,1,0,0,0,0,0,0,0
57,39,51,8,0,29.82,0,1,0,0,0,0,0,0,0
59,39,48,5,0,29.82,0,1,0,0,0,0,0,0,0
61,39,45,7,0,29.82,0,1,0,0,0,0,0,0,0
61,41,48,3,0,29.82,0,1,0,0,0,0,0,0,0
64,41,42,3,0,29.82,0,1,0,0,0,0,0,0,0
64,39,40,5,0,29.82,0,1,0,0,0,0,0,0,0
66,43,43,5,0,29.82,0,1,0,0,0,0,0,0,0
68,39,35,8,0,29.82,0,1,0,0,0,0,0,0,0
68,36,30,8,0,29.82,0,1,0,0,0,0,0,0,0
70,36,28,8,0,29.82,0,1,0,0,0,0,0,0,0
70,39,33,7,0,29.82,0,1,0,0,0,0,0,0,0
70,39,33,8,0,29.8,0,1,0,0,0,0,0,0,0
70,39,33,9,0,29.8,0,1,0,0,0,0,0,0,0
70,37,31,9,0,29.8,0,1,0,0,0,0,0,0,0
70,36,28,8,0,29.8,0,1,0,0,0,0,0,0,0
72,36,27,8,0,29.8,0,1,0,0,0,0,0,0,0
72,39,31,7,0,29.77,0,1,0,0,0,0,0,0,0
73,36,25,7,0,29.77,0,1,0,0,0,0,0,0,0
73,43,33,7,0,29.77,0,1,0,0,0,0,0,0,0
72,41,33,6,0,29.77,0,1,0,0,0,0,0,0,0
72,37,29,8,0,29.77,0,1,0,0,0,0,0,0,0
72,37,29,9,0,29.77,0,1,0,0,0,0,0,0,0
70,34,27,9,0,29.77,0,1,0,0,0,0,0,0,0
70,34,27,9,0,29.77,0,1,0,0,0,0,0,0,0
68,34,28,9,0,29.77,0,1,0,0,0,0,0,0,0
68,34,28,10,0,29.77,0,1,0,0,0,0,0,0,0
66,30,26,8,0,29.77,0,1,0,0,0,0,0,0,0
64,30,28,7,0,29.77,0,1,0,0,0,0,0,0,0
64,30,28,6,0,29.77,0,1,0,0,0,0,0,0,0
63,30,30,6,0,29.77,0,1,0,0,0,0,0,0,0
63,30,30,6,0,29.77,0,1,0,0,0,0,0,0,0
63,34,34,6,0,29.77,0,1,0,0,0,0,0,0,0
63,36,37,6,0,29.77,0,1,0,0,0,0,0,0,0
57,39,51,2,0,29.77,0,1,0,0,0,0,0,0,0
59,55,88,5,0,29.65,0,1,0,0,0,0,0,0,0
59,54,82,3,0,29.65,0,1,0,0,0,0,0,0,0
61,54,77,5,0,29.65,0,1,0,0,0,0,0,0,0
59,54,82,7,0,29.65,0,1,0,0,0,0,0,0,0
59,54,82,6,0,29.65,0,1,0,0,0,0,0,0,0
59,55,88,6,0,29.65,0,1,0,0,0,0,0,0,0
59,55,88,5,0,29.65,0,1,0,0,0,0,0,0,0
59,55,88,6,0,29.65,0,1,0,0,0,0,0,0,0
59,54,82,6,0,29.65,0,1,0,0,0,0,0,0,0
57,54,88,6,0,29.65,0,1,0,0,0,0,0,0,0
59,55,88,7,0,29.65,0,1,0,0,0,0,0,0,0
59,54,82,6,0,29.65,0,1,0,0,0,0,0,0,0
59,55,88,6,0,29.65,0,1,0,0,0,0,0,0,0
57,55,94,5,0,29.68,0,1,0,0,0,0,0,0,0
57,55,94,6,0,29.68,0,1,0,0,0,0,0,0,0
59,55,88,7,0,29.68,0,1,0,0,0,0,0,0,0
59,55,88,7,0,29.68,0,1,0,0,0,0,0,0,0
59,54,82,8,0,29.68,0,1,0,0,0,0,0,0,0
61,54,77,7,0,29.71,0,1,0,0,0,0,0,0,0
61,55,82,9,0,29.68,0,1,0,0,0,0,0,0,0
63,55,77,9,0,29.71,0,1,0,0,0,0,0,0,0
63,55,77,8,0,29.71,0,1,0,0,0,0,0,0,0
63,57,82,8,0,29.71,0,1,0,0,0,0,0,0,0
63,55,77,9,0,29.71,0,1,0,0,0,0,0,0,0
63,55,77,9,0,29.68,0,1,0,0,0,0,0,0,0
64,55,73,9,0,29.68,0,1,0,0,0,0,0,0,0
64,55,73,9,0,29.68,0,0,0,0,0,1,0,0,0
64,55,73,10,0,29.68,0,0,0,0,0,1,0,0,0
64,55,73,10,0,29.65,0,0,0,0,1,0,0,0,0
64,55,73,9,0,29.65,0,0,0,0,0,1,0,0,0
66,54,64,8,0,29.65,0,0,0,0,0,1,0,0,0
68,54,60,7,0,29.65,0,0,0,0,0,1,0,0,0
70,55,60,7,0,29.62,0,0,0,0,0,1,0,0,0
68,55,64,8,0,29.62,0,0,0,0,0,1,0,0,0
68,55,64,7,0,29.59,0,1,0,0,0,0,0,0,0
68,55,64,6,0,29.59,0,1,0,0,0,0,0,0,0
68,54,60,6,0,29.62,0,1,0,0,0,0,0,0,0
66,55,68,5,0,29.59,0,1,0,0,0,0,0,0,0
64,54,68,5,0,29.62,0,1,0,0,0,0,0,0,0
63,55,77,3,0,29.62,0,1,0,0,0,0,0,0,0
63,55,77,3,0,29.62,0,1,0,0,0,0,0,0,0
63,55,77,3,0,29.62,0,1,0,0,0,0,0,0,0
63,57,82,3,0,29.62,0,1,0,0,0,0,0,0,0
63,57,82,3,0,29.62,0,1,0,0,0,0,0,0,0
61,55,82,2,0,29.62,0,1,0,0,0,0,0,0,0
61,55,82,1,0,29.62,0,1,0,0,0,0,0,0,0
63,55,77,2,0,29.62,0,1,0,0,0,0,0,0,0
61,55,82,3,0,29.62,0,1,0,0,0,0,0,0,0
63,55,77,3,0,29.62,0,1,0,0,0,0,0,0,0
61,54,77,2,0,29.62,0,1,0,0,0,0,0,0,0
61,54,77,3,0,29.62,0,1,0,0,0,0,0,0,0
61,55,82,3,0,29.62,0,1,0,0,0,0,0,0,0
61,54,77,2,0,29.62,0,1,0,0,0,0,0,0,0
61,55,82,2,0,29.62,0,1,0,0,0,0,0,0,0
59,55,88,2,0,29.59,0,1,0,0,0,0,0,0,0
59,55,88,3,0,29.62,0,1,0,0,0,0,0,0,0
59,54,82,3,0,29.59,0,1,0,0,0,0,0,0,0
57,55,94,1,0,29.59,0,1,0,0,0,0,0,0,0
59,55,88,3,0,29.59,0,1,0,0,0,0,0,0,0
59,55,88,6,0,29.59,0,1,0,0,0,0,0,0,0
59,55,88,5,0,29.59,0,1,0,0,0,0,0,0,0
61,55,82,3,0,29.62,0,1,0,0,0,0,0,0,0
61,55,82,5,0,29.62,0,1,0,0,0,0,0,0,0
63,55,77,5,0,29.62,0,1,0,0,0,0,0,0,0
63,55,77,6,0,29.62,0,1,0,0,0,0,0,0,0
63,57,82,7,0,29.62,0,1,0,0,0,0,0,0,0
63,55,77,7,0,29.62,0,1,0,0,0,0,0,0,0
63,57,82,6,0,29.62,0,1,0,0,0,0,0,0,0
66,57,73,7,0,29.62,0,1,0,0,0,0,0,0,0
64,55,73,6,0,29.62,0,0,0,0,0,1,0,0,0
68,55,64,7,0,29.62,0,0,0,0,0,1,0,0,0
66,55,68,7,0,29.62,0,0,0,0,0,1,0,0,0
68,54,60,7,0,29.59,0,0,0,0,0,1,0,0,0
68,54,60,6,0,29.59,0,0,0,0,0,1,0,0,0
70,52,53,7,0,29.59,0,0,0,0,0,1,0,0,0
70,52,53,7,0,29.56,0,0,0,0,0,1,0,0,0
72,52,50,6,0,29.56,0,0,0,0,0,1,0,0,0
72,52,50,6,0,29.56,0,0,0,0,0,1,0,0,0
72,52,50,6,0,29.56,0,0,0,0,0,1,0,0,0
73,52,47,7,0,29.53,0,0,0,0,0,1,0,0,0
73,52,47,6,0,29.53,0,0,0,0,0,1,0,0,0
72,52,50,7,0,29.53,0,0,0,0,0,1,0,0,0
70,54,56,6,0,29.53,0,0,0,0,1,0,0,0,0
68,57,68,5,0,29.53,0,0,0,0,1,0,0,0,0
68,55,64,3,0,29.5,0,0,0,0,1,0,0,0,0
68,52,56,5,0,29.5,0,0,0,0,1,0,0,0,0
68,50,52,3,0,29.5,0,0,0,0,1,0,0,0,0
68,48,49,2,0,29.5,0,0,0,0,1,0,0,0,0
68,50,52,2,0,29.5,0,0,0,0,1,0,0,0,0
66,50,56,1,0,29.5,0,0,0,0,1,0,0,0,0
66,50,56,2,0,29.53,0,0,0,0,1,0,0,0,0
66,50,56,1,0,29.5,0,0,0,0,1,0,0,0,0
66,50,56,2,0,29.5,0,0,0,0,0,0,0,1,0
63,54,72,15,0,29.53,0,0,0,0,0,0,0,1,0
63,54,72,13,0,29.53,1,0,0,0,0,0,0,0,0
63,50,63,15,0,29.53,1,0,0,0,0,0,0,0,0
61,54,77,5,0,29.53,1,0,0,0,0,0,0,0,0
63,54,72,2,0,29.53,1,0,0,0,0,0,0,0,0
63,55,77,3,0,29.53,0,0,0,0,0,0,1,0,0
61,55,82,8,0,29.56,1,0,0,0,0,0,0,0,0
59,55,88,9,0,29.53,1,0,0,0,0,0,0,0,0
59,57,94,10,0,29.53,1,0,0,0,0,0,0,0,0
59,54,82,9,0,29.5,0,0,0,0,1,0,0,0,0
59,55,88,7,0,29.5,0,0,0,0,1,0,0,0,0
59,55,88,9,0,29.5,0,0,0,0,1,0,0,0,0
59,55,88,5,0,29.47,0,1,0,0,0,0,0,0,0
59,54,82,6,0,29.47,0,0,0,0,1,0,0,0,0
63,55,77,3,0,29.53,1,0,0,0,0,0,0,0,0
59,55,88,6,0,29.47,1,0,0,0,0,0,0,0,0
57,55,94,6,0,29.47,0,0,0,0,1,0,0,0,0
57,54,88,7,0,29.47,0,0,0,0,1,0,0,0,0
59,54,82,7,0,29.44,0,0,0,0,1,0,0,0,0
59,54,82,5,0,29.44,0,0,0,0,1,0,0,0,0
59,54,82,5,0,29.44,0,0,0,0,1,0,0,0,0
59,55,88,6,0,29.47,0,0,0,0,1,0,0,0,0
61,55,82,7,0,29.47,0,0,0,0,1,0,0,0,0
61,55,82,7,0,29.47,0,0,0,0,1,0,0,0,0
61,54,77,8,0,29.47,0,0,0,0,1,0,0,0,0
61,54,77,7,0,29.47,0,1,0,0,0,0,0,0,0
63,54,72,6,0,29.47,0,1,0,0,0,0,0,0,0
63,54,72,6,0,29.47,0,0,0,0,1,0,0,0,0
63,54,72,5,0,29.5,0,0,0,0,1,0,0,0,0
63,54,72,7,0,29.47,0,0,0,0,1,0,0,0,0
61,55,82,9,0,29.5,0,0,0,0,0,0,0,1,0
61,55,82,8,0,29.5,0,0,0,0,1,0,0,0,0
59,57,94,9,0,29.5,1,0,0,0,0,0,0,0,0
59,55,88,5,0,29.5,1,0,0,0,0,0,0,0,0
61,54,77,2,0,29.47,0,0,0,0,1,0,0,0,0
63,55,77,5,0,29.5,0,0,0,0,1,0,0,0,0
63,54,72,7,0,29.5,0,0,0,0,1,0,0,0,0
64,54,68,6,0,29.47,0,0,0,0,1,0,0,0,0
66,55,68,5,0,29.47,0,0,0,0,1,0,0,0,0
64,55,73,5,0,29.47,0,0,0,0,1,0,0,0,0
66,55,68,5,0,29.47,0,0,0,0,1,0,0,0,0
64,54,68,6,0,29.47,0,0,0,0,1,0,0,0,0
63,55,77,5,0,29.47,0,0,0,0,1,0,0,0,0
61,55,82,5,0,29.47,1,0,0,0,0,0,0,0,0
61,55,82,5,0,29.47,1,0,0,0,0,0,0,0,0
61,55,82,5,0,29.47,1,0,0,0,0,0,0,0,0
61,57,88,6,0,29.5,1,0,0,0,0,0,0,0,0
61,57,88,6,0,29.5,1,0,0,0,0,0,0,0,0
59,55,88,6,0,29.53,1,0,0,0,0,0,0,0,0
57,55,94,3,0,29.53,1,0,0,0,0,0,0,0,0
57,55,94,5,0,29.53,1,0,0,0,0,0,0,0,0
59,55,88,3,0,29.53,1,0,0,0,0,0,0,0,0
57,55,94,8,0,29.53,1,0,0,0,0,0,0,0,0
57,57,100,5,0,29.53,0,0,0,0,1,0,0,0,0
57,55,94,7,0,29.53,0,0,0,0,1,0,0,0,0
57,55,94,7,0,29.53,0,0,0,0,1,0,0,0,0
59,55,88,5,0,29.53,1,0,0,0,0,0,0,0,0
59,55,88,6,0,29.53,1,0,0,0,0,0,0,0,0
59,55,88,9,0,29.5,1,0,0,0,0,0,0,0,0
59,55,88,7,0,29.5,1,0,0,0,0,0,0,0,0
59,55,88,9,0,29.5,1,0,0,0,0,0,0,0,0
57,55,94,9,0,29.5,1,0,0,0,0,0,0,0,0
57,55,94,9,0,29.5,1,0,0,0,0,0,0,0,0
57,55,94,15,0,29.5,1,0,0,0,0,0,0,0,0
57,54,88,15,0,29.5,1,0,0,0,0,0,0,0,0
55,54,94,17,0,29.5,1,0,0,0,0,0,0,0,0
55,54,94,16,0,29.5,1,0,0,0,0,0,0,0,0
55,54,94,16,0,29.5,1,0,0,0,0,0,0,0,0
55,52,88,16,0,29.5,1,0,0,0,0,0,0,0,0
55,52,88,16,0,29.5,1,0,0,0,0,0,0,0,0
55,52,88,16,0,29.53,1,0,0,0,0,0,0,0,0
55,52,88,16,0,29.53,1,0,0,0,0,0,0,0,0
55,52,88,16,0,29.56,1,0,0,0,0,0,0,0,0
55,54,94,8,0,29.56,1,0,0,0,0,0,0,0,0
55,52,88,10,0,29.59,1,0,0,0,0,0,0,0,0
55,54,94,8,0,29.59,1,0,0,0,0,0,0,0,0
55,54,94,8,0,29.59,1,0,0,0,0,0,0,0,0
55,54,94,8,0,29.59,1,0,0,0,0,0,0,0,0
57,54,88,9,0,29.59,1,0,0,0,0,0,0,0,0
55,54,94,9,0,29.62,0,0,0,0,1,0,0,0,0
55,54,94,7,0,29.62,0,0,0,0,1,0,0,0,0
57,52,82,6,0,29.62,0,0,0,0,1,0,0,0,0
55,54,94,7,0,29.62,0,0,0,0,1,0,0,0,0
55,54,94,7,0,29.62,0,0,0,0,1,0,0,0,0
55,54,94,7,0,29.62,0,0,0,0,1,0,0,0,0
55,54,94,6,0,29.62,0,0,0,0,1,0,0,0,0
55,54,94,6,0,29.62,1,0,0,0,0,0,0,0,0
55,54,94,6,0,29.62,1,0,0,0,0,0,0,0,0
55,54,94,7,0,29.62,1,0,0,0,0,0,0,0,0
